comparison_metric,seed,member_count,cluster_mean,members_json
R3-R2:safety_composite,20262406,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R2:safety_composite,20262407,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R2:safety_composite,20262408,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R2:safety_composite,20262409,10,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R2:safety_composite,20262410,10,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R2:progress,20262401,12,-7.900141894371752e-08,"[2.4235596030042217e-07,-1.1417078606967834e-06,0.0,-2.0883952867034594e-07,0.0,0.0,0.0,0.0,7.168353888253876e-08,3.7760382154417016e-08,4.196832892322533e-08,8.762151781915861e-09]"
R3-R2:progress,20262402,12,-4.037949165776785e-08,"[-1.3286174060933575e-07,-6.384370248024851e-07,0.0,1.0567393382565626e-07,0.0,0.0,0.0,0.0,5.325035978831494e-08,2.8647289096461748e-08,8.577177046387163e-08,1.3401512344302091e-08]"
R3-R2:progress,20262403,12,-2.9419997197669783e-08,"[1.3062391013285435e-07,-3.9782994931680804e-07,0.0,-2.809927840408122e-07,0.0,0.0,0.0,0.0,1.1559728951837656e-08,3.4866990294979416e-08,4.470247161325602e-08,1.040296659926554e-07]"
R3-R2:progress,20262404,12,-5.384264484264989e-08,"[-3.488366563386691e-07,-4.270019277052839e-07,0.0,4.775421924563261e-08,0.0,0.0,0.0,0.0,2.38303247135363e-08,1.518150427592957e-08,3.3894423046021416e-08,9.066374651034437e-09]"
R3-R2:progress,20262405,12,4.608587240532517e-08,"[-7.669007717758802e-08,1.7511476213538657e-07,0.0,2.426464978944054e-07,0.0,0.0,0.0,0.0,8.48839751821373e-08,2.032686274855422e-08,9.500882947044431e-08,1.1739618610562275e-08]"
R3-R2:progress,20262406,12,-6.766862817308983e-08,"[-6.531631531192517e-07,-5.226664691049265e-07,0.0,2.4129883491319504e-07,0.0,0.0,0.0,0.0,1.9763906955461152e-08,5.849621498299484e-08,2.445071878298677e-08,1.979640851246245e-08]"
